"MasterID","yr","COMID","pChem","pHab","pOverall","biological_condition","stress_condition","SQI","County","SMC_region","Regional_board","Constraint_class","ASCI","blc","bs","Cond","CSCI","Ev_FlowHab","H_AqHab","H_SubNat","hy","CRAM","IPI","PCT_SAFN","ps","TN","TP","XCMG","lon","lat","ASCI_ptile","blc_ptile","bs_ptile","Cond_ptile","CRAM_ptile","CSCI_ptile","Ev_FlowHab_ptile","H_AqHab_ptile","H_SubNat_ptile","hy_ptile","IPI_ptile","PCT_SAFN_ptile","ps_ptile","TN_ptile","TP_ptile","XCMG_ptile"
"402M00002",2015,17586972,0.996579392919049,0.700625127967836,0.998975956192868,"Impacted for CSCI","Stressed by chemistry degradation","Impacted and stressed","Ventura","Ventura","Los Angeles","possibly constrained",0.97,93.3,55.6,1806,0.73,0.77,1,0.96,75,65,1.07,0.81,37.5,1.2,0.36,0.68,-119.29916,34.31063,0.857677902621723,0.790262172284644,0.367041198501873,0.685393258426966,0.419475655430712,0.550561797752809,0.692883895131086,1,0.872659176029963,0.756554307116105,0.868913857677903,0.662921348314607,0.247191011235955,0.558052434456929,0.853932584269663,0.659176029962547
"402M00005",2015,17585758,0.449574905593948,0.355330096185873,0.645157507332369,"Healthy","Low stress","Healthy and unstressed","Ventura","Ventura","Los Angeles","likely unconstrained",1.14,100,77.8,1210,0.94,0.78,0.73,0.97,91.7,89,1,0.77,87.5,0,0,0.64,-119.40097,34.51364,0.97752808988764,1,0.786516853932584,0.468164794007491,0.955056179775281,0.782771535580524,0.700374531835206,0.50187265917603,0.883895131086142,0.895131086142322,0.722846441947566,0.584269662921348,0.861423220973783,0.0936329588014981,0.108614232209738,0.588014981273408
"402M00009",2015,17586774,0.287634449170452,0.300092254740476,0.501409833518332,"Impacted for CSCI","Low stress","Impacted by unknown stress","Ventura","Ventura","Los Angeles","likely unconstrained",1.17,100,88.9,754,0.28,0.15,0.78,1,91.7,95,0.95,0.77,100,0,0.01,0.82,-119.37505,34.41824,0.99250936329588,1,0.932584269662921,0.209737827715356,0.98501872659176,0.0112359550561798,0.052434456928839,0.610486891385768,1,0.895131086142322,0.606741573033708,0.584269662921348,1,0.0936329588014981,0.179775280898876,0.786516853932584
"402M00015",2016,948070367,0.617408500644597,0.586199291406766,0.841683366464986,"Impacted for CSCI","Low stress","Impacted by unknown stress","Ventura","Ventura","Los Angeles",NA,0.93,86.4,80.6,1334,0.7,0.18,0.85,1,75,76,0.98,0.95,62.5,0.28,0,0.74,-119.29151,34.47484,0.786516853932584,0.565543071161049,0.835205992509363,0.535580524344569,0.715355805243446,0.52059925093633,0.0674157303370786,0.760299625468165,1,0.756554307116105,0.681647940074906,0.827715355805243,0.565543071161049,0.183520599250936,0.108614232209738,0.715355805243446
"402M00029",2016,17587720,0.785329084256976,0.638662953061807,0.922431445241898,"Impacted for CSCI","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed","Ventura","Ventura","Los Angeles","possibly unconstrained",0.89,82.9,61.1,1260,0.31,0.3,0.96,0.93,75,67,0.93,0.96,50,0.58,0.02,0.56,-119.31172,34.35798,0.737827715355805,0.49063670411985,0.51310861423221,0.49812734082397,0.50187265917603,0.0337078651685393,0.146067415730337,0.955056179775281,0.794007490636704,0.756554307116105,0.573033707865168,0.838951310861423,0.524344569288389,0.370786516853933,0.254681647940075,0.50561797752809
"402S09503",2012,17587578,0.357714964629373,0.711795807671798,0.814890760136518,"Healthy","Low stress","Healthy and unstressed","Ventura","Ventura","Los Angeles","likely unconstrained",1.04,92,61,1001,0.95,0.77,0.82,0.93,75,70,1,0.82,50,0,0.01,0.62,-119.33913075,34.497568725,0.925093632958802,0.756554307116105,0.49438202247191,0.344569288389513,0.546816479400749,0.790262172284644,0.692883895131086,0.692883895131086,0.794007490636704,0.756554307116105,0.722846441947566,0.681647940074906,0.524344569288389,0.0936329588014981,0.179775280898876,0.561797752808989
"SMC00911",2009,17585780,0.14468376277377,0.590268208485482,0.64954974580984,"Healthy","Low stress","Healthy and unstressed","Ventura","Ventura","Los Angeles","likely unconstrained",0.98,92,67,742,1.06,0.85,0.78,1,83,83,1.01,0.74,88,0,0,0.62,-119.29854,34.50797,0.868913857677903,0.756554307116105,0.606741573033708,0.205992509363296,0.838951310861423,0.947565543071161,0.771535580524345,0.610486891385768,1,0.857677902621723,0.745318352059925,0.535580524344569,0.958801498127341,0.0936329588014981,0.108614232209738,0.561797752808989
"SMC01567",2010,17585776,0.222636177866998,0.730637413368816,0.790607270116751,"Impacted for CSCI","Low stress","Impacted by unknown stress","Ventura","Ventura","Los Angeles","possibly unconstrained",1.14,100,44,824,0.7,0.7,0.72,0.89,75,67,0.91,0.84,50,0.02,0,0.51,-119.38373,34.50959,0.97752808988764,1,0.292134831460674,0.239700374531835,0.50187265917603,0.52059925093633,0.546816479400749,0.471910112359551,0.730337078651685,0.756554307116105,0.539325842696629,0.704119850187266,0.524344569288389,0.0973782771535581,0.108614232209738,0.445692883895131
"SMC02127",2009,17586736,0.583439306887837,0.785846425135478,0.910792038421987,"Impacted for ASCI","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed","Ventura","Ventura","Los Angeles","possibly unconstrained",0.74,92,81,1110,0.87,0.7,0.72,0.94,75,87,1.07,0.51,100,0.35,0.01,1,-119.26474,34.42318,0.49812734082397,0.756554307116105,0.876404494382023,0.397003745318352,0.917602996254682,0.704119850187266,0.546816479400749,0.471910112359551,0.808988764044944,0.756554307116105,0.868913857677903,0.363295880149813,1,0.247191011235955,0.179775280898876,1
"SMC02591",2011,17585756,0.233857205002395,0.684514918628456,0.758293377977959,"Healthy","Low stress","Healthy and unstressed","Ventura","Ventura","Los Angeles","likely unconstrained",0.99,92,64,876,0.97,0.75,0.62,1,75,83,1,0.84,100,0,0,0.67,-119.37846,34.51783,0.891385767790262,0.756554307116105,0.561797752808989,0.273408239700375,0.838951310861423,0.831460674157303,0.655430711610487,0.310861423220974,1,0.756554307116105,0.722846441947566,0.704119850187266,1,0.0936329588014981,0.108614232209738,0.629213483146067
"SMC04047",2009,17586578,0.151769710084219,0.824777575287986,0.851371031886783,"Impacted for CSCI","Low stress","Impacted by unknown stress","Ventura","Ventura","Los Angeles","possibly constrained",0.91,88,56,765,0.65,0.66,0.55,0.76,67,72,0.8,1,75,0,0,0.33,-119.29171,34.45832,0.756554307116105,0.595505617977528,0.393258426966292,0.220973782771536,0.602996254681648,0.397003745318352,0.49812734082397,0.254681647940075,0.50936329588015,0.543071161048689,0.385767790262172,1,0.842696629213483,0.0936329588014981,0.108614232209738,0.329588014981273
"SMC04239",2009,17587720,0.407356287366813,0.77834175797489,0.868635636510493,"Healthy","Low stress","Healthy and unstressed","Ventura","Ventura","Los Angeles","possibly unconstrained",1.05,79,75,828,0.92,0.7,0.89,0.9,67,77,1,1,88,2,0,0.54,-119.31114,34.3608,0.932584269662921,0.468164794007491,0.771535580524345,0.243445692883895,0.726591760299625,0.756554307116105,0.546816479400749,0.835205992509363,0.745318352059925,0.543071161048689,0.722846441947566,1,0.958801498127341,0.662921348314607,0.108614232209738,0.47565543071161
"SMC04383",2010,17585808,0.201662831768305,0.286836092477332,0.430654745583303,"Healthy","Low stress","Healthy and unstressed","Ventura","Ventura","Los Angeles","likely unconstrained",0.97,100,75,764,1.02,0.52,0.75,0.93,92,86,1.01,0.79,75,0,0,0.8,-119.35602,34.50224,0.857677902621723,1,0.771535580524345,0.217228464419476,0.898876404494382,0.891385767790262,0.314606741573034,0.539325842696629,0.794007490636704,0.947565543071161,0.745318352059925,0.617977528089888,0.842696629213483,0.0936329588014981,0.108614232209738,0.756554307116105
"SMC04399",2009,17586972,0.990551928763414,0.972916468787383,0.999744112867765,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Ventura","Los Angeles","possibly constrained",0.8,92,67,1238,0.78,0.63,0.87,0.87,58,67,0.87,0.51,50,3.1,0.36,0.55,-119.30062,34.30796,0.602996254681648,0.756554307116105,0.606741573033708,0.47940074906367,0.50187265917603,0.614232209737828,0.445692883895131,0.801498127340824,0.700374531835206,0.363295880149813,0.48314606741573,0.363295880149813,0.524344569288389,0.722846441947566,0.853932584269663,0.48689138576779
"SMC04795",2011,17586496,0.394589357477462,0.141093644803815,0.480008951633986,"Impacted for ASCI","Low stress","Impacted by unknown stress","Ventura","Ventura","Los Angeles","likely unconstrained",0.79,100,78,956,0.99,0.88,0.75,0.88,100,95,1.04,0.89,100,0.34,0,0.67,-119.17067,34.47989,0.595505617977528,1,0.823970037453184,0.322097378277154,0.98501872659176,0.846441947565543,0.816479400749064,0.539325842696629,0.722846441947566,1,0.816479400749064,0.764044943820225,1,0.243445692883895,0.108614232209738,0.629213483146067
"SMC05199",2011,17586840,0.842519967741098,0.5357078928845,0.926883263993897,"Healthy","Stressed by low levels of chemistry or habitat degradation","Healthy and resilient","Ventura","Ventura","Los Angeles","possibly unconstrained",0.86,75,64,1212,1.03,0.42,0.95,0.94,75,76,1.06,1,88,4.7,0.01,0.78,-119.28071,34.40412,0.700374531835206,0.415730337078652,0.561797752808989,0.471910112359551,0.715355805243446,0.910112359550562,0.209737827715356,0.928838951310861,0.808988764044944,0.756554307116105,0.850187265917603,1,0.958801498127341,0.805243445692884,0.179775280898876,0.749063670411985
"SMC05407",2011,17585818,0.21234711355851,0.444087713944761,0.562134083280303,"Healthy","Low stress","Healthy and unstressed","Ventura","Ventura","Los Angeles","possibly unconstrained",1.11,96,67,832,1.09,0.61,0.72,0.96,83,84,1.01,0.9,88,0,0,0.7,-119.35043,34.50124,0.962546816479401,0.801498127340824,0.606741573033708,0.250936329588015,0.861423220973783,0.966292134831461,0.408239700374532,0.471910112359551,0.872659176029963,0.857677902621723,0.745318352059925,0.771535580524345,0.958801498127341,0.0936329588014981,0.108614232209738,0.677902621722846
"SMC06863",2011,17586460,0.327849426168393,0.337253823071272,0.554534776872652,"Healthy","Low stress","Healthy and unstressed","Ventura","Ventura","Los Angeles","possibly unconstrained",1.02,79,81,870,1.07,0.52,0.85,0.99,92,82,0.96,0.8,75,0.18,0,0.61,-119.30534,34.49417,0.906367041198502,0.468164794007491,0.876404494382023,0.262172284644195,0.816479400749064,0.958801498127341,0.314606741573034,0.760299625468165,0.913857677902622,0.947565543071161,0.636704119850187,0.644194756554307,0.842696629213483,0.134831460674157,0.108614232209738,0.550561797752809
"SMC08655",2012,17585796,0.238963728288514,0.608477863886058,0.702037453239329,"Healthy","Low stress","Healthy and unstressed","Ventura","Ventura","Los Angeles","possibly unconstrained",1.04,92,64,905,1.17,0.72,0.73,1,83,79,0.92,0.78,75,0,0,0.48,-119.28406,34.50823,0.925093632958802,0.756554307116105,0.561797752808989,0.303370786516854,0.767790262172285,0.98876404494382,0.591760299625468,0.50187265917603,1,0.857677902621723,0.550561797752809,0.602996254681648,0.842696629213483,0.0936329588014981,0.108614232209738,0.430711610486891
"SMC11343",2012,17586850,0.589789789348827,0.893913187919607,0.956482106469191,"Impacted for ASCI","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed","Ventura","Ventura","Los Angeles","possibly constrained",0.83,92,61,963,0.91,0.65,0.85,0.92,58,69,0.98,1,63,1,0.01,0.54,-119.30859,34.3728,0.666666666666667,0.756554307116105,0.49438202247191,0.329588014981273,0.524344569288389,0.752808988764045,0.471910112359551,0.760299625468165,0.767790262172285,0.363295880149813,0.681647940074906,1,0.677902621722846,0.524344569288389,0.179775280898876,0.47565543071161
"SMC11727",2010,17586488,0.35412866040994,0.402117908902353,0.613845092905856,"Healthy","Low stress","Healthy and unstressed","Ventura","Ventura","Los Angeles","possibly unconstrained",1.15,92,67,872,1.01,0.71,0.74,0.98,92,82,0.94,0.73,75,0.13,0.01,0.56,-119.29339,34.47857,0.9812734082397,0.756554307116105,0.606741573033708,0.269662921348315,0.816479400749064,0.876404494382023,0.558052434456929,0.50936329588015,0.898876404494382,0.947565543071161,0.595505617977528,0.524344569288389,0.842696629213483,0.116104868913858,0.179775280898876,0.50561797752809
"SMC13391",2012,17586810,0.8072859383374,0.529510575186806,0.909330071974949,"Impacted for ASCI","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed","Ventura","Ventura","Los Angeles","possibly unconstrained",0.66,88,58,1263,0.96,0.95,0.83,0.92,83,70,1.02,0.86,50,1.2,0.01,0.54,-119.26998,34.41791,0.344569288389513,0.595505617977528,0.426966292134831,0.50187265917603,0.546816479400749,0.808988764044944,0.895131086142322,0.722846441947566,0.767790262172285,0.857677902621723,0.756554307116105,0.726591760299625,0.524344569288389,0.558052434456929,0.179775280898876,0.47565543071161
"SMC13599",2012,17586412,0.302143373247781,0.404690746502561,0.584559492479896,"Healthy","Low stress","Healthy and unstressed","Ventura","Ventura","Los Angeles","possibly unconstrained",0.84,92,53,930,1.01,0.82,0.77,0.88,83,73,1.06,0.94,63,0,0.01,0.73,-119.34172,34.49889,0.685393258426966,0.756554307116105,0.348314606741573,0.314606741573034,0.621722846441948,0.876404494382023,0.745318352059925,0.584269662921348,0.722846441947566,0.857677902621723,0.850187265917603,0.805243445692884,0.677902621722846,0.0936329588014981,0.179775280898876,0.700374531835206
"SMC16446",2012,17586810,0.894971998119858,0.920548063773436,0.991655321892616,"Healthy","Stressed by habitat degradation","Healthy and resilient","Ventura","Ventura","Los Angeles","possibly unconstrained",0.93,88,50,1306,0.88,0.63,0.86,1,58,65,1.05,0.8,63,0.57,0.04,0.74,-119.27282,34.41319,0.786516853932584,0.595505617977528,0.325842696629214,0.52059925093633,0.419475655430712,0.719101123595506,0.445692883895131,0.782771535580524,1,0.363295880149813,0.820224719101124,0.644194756554307,0.677902621722846,0.363295880149813,0.367041198501873,0.715355805243446
"SMC16980",2011,17587602,0.884590861903853,0.943306874130632,0.99345709520744,"Impacted for ASCI","Stressed by habitat degradation","Impacted and stressed","Ventura","Ventura","Los Angeles","possibly unconstrained",0.46,83,72,1190,1.06,0.37,0.83,0.82,50,70,0.93,1,75,6.2,0.02,0.61,-119.24974,34.43268,0.0749063670411985,0.535580524344569,0.700374531835206,0.449438202247191,0.546816479400749,0.947565543071161,0.187265917602996,0.722846441947566,0.606741573033708,0.288389513108614,0.573033707865168,1,0.842696629213483,0.850187265917603,0.254681647940075,0.550561797752809
"SMC35697",2010,948070372,0.466006544897251,0.800825291999484,0.893642009505723,"Impacted for ASCI","Low stress","Impacted by unknown stress","Ventura","Ventura","Los Angeles",NA,0.79,83,75,891,0.89,0.72,0.88,0.93,67,72,1,0.95,63,0.52,0.01,0.55,-119.30981,34.35404,0.595505617977528,0.535580524344569,0.771535580524345,0.292134831460674,0.602996254681648,0.722846441947566,0.591760299625468,0.820224719101124,0.794007490636704,0.543071161048689,0.722846441947566,0.827715355805243,0.677902621722846,0.325842696629214,0.179775280898876,0.48689138576779
"408BA0660",2015,17563970,0.997221600224699,0.911504473929371,0.99975412405025,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","possibly constrained",0.57,75,61.1,1812,0.69,0.65,0.7,0.33,75,72,0.75,0.3,75,13,0.18,0.71,-118.93781,34.26784,0.172284644194757,0.415730337078652,0.51310861423221,0.696629213483146,0.602996254681648,0.49063670411985,0.471910112359551,0.415730337078652,0.164794007490637,0.756554307116105,0.344569288389513,0.220973782771536,0.842696629213483,0.962546816479401,0.752808988764045,0.685393258426966
"408M03005",2015,17563950,0.964912088907832,0.999859865159928,0.999995082961191,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","possibly constrained",0.7,67.7,25,1942,0.69,0.29,0.29,0,25,36,0.19,0,25,0.56,0.03,0.15,-118.74203,34.27001,0.426966292134831,0.337078651685393,0.149812734082397,0.715355805243446,0.101123595505618,0.49063670411985,0.138576779026217,0.157303370786517,0.101123595505618,0.0149812734082397,0.0337078651685393,0.0149812734082397,0.213483146067416,0.352059925093633,0.307116104868914,0.168539325842697
"408M03015",2015,17564096,0.993573955730069,0.995469159962411,0.999970884621338,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","likely constrained",0.6,67.7,25,2518,0.66,0.72,0.33,0.35,58.3,50,0.34,0.15,50,0.97,0.03,0,-118.88115,34.20947,0.205992509363296,0.337078651685393,0.149812734082397,0.853932584269663,0.269662921348315,0.411985018726592,0.591760299625468,0.179775280898876,0.179775280898876,0.400749063670412,0.142322097378277,0.131086142322097,0.524344569288389,0.50561797752809,0.307116104868914,0.048689138576779
"408M03019",2015,17563970,0.997502132738963,0.872789372298501,0.999682244737808,"Impacted for CSCI","Stressed by chemistry degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","possibly constrained",0.85,75,58.3,1812,0.68,0.45,0.91,0.79,75,71,0.87,0.45,75,13,0.2,0.68,-118.94037,34.26742,0.696629213483146,0.415730337078652,0.460674157303371,0.696629213483146,0.569288389513109,0.460674157303371,0.228464419475655,0.880149812734082,0.558052434456929,0.756554307116105,0.48314606741573,0.318352059925094,0.842696629213483,0.962546816479401,0.790262172284644,0.659176029962547
"SMC01684",2009,17563902,0.686065871626981,0.999645866697067,0.999888825470216,"Impacted for CSCI and ASCI","Stressed by habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles",NA,0.49,25,25,761,0.31,0.99,0,0.16,33,27,0.28,0.12,25,0,0.1,0,-118.91591,34.27906,0.101123595505618,0.0449438202247191,0.149812734082397,0.213483146067416,0.0149812734082397,0.0337078651685393,0.925093632958802,0.0374531835205993,0.123595505617978,0.134831460674157,0.0973782771535581,0.0786516853932584,0.213483146067416,0.0936329588014981,0.558052434456929,0.048689138576779
"SMC01748",2009,163864411,0.999779414823003,0.911128839499555,0.999980396339331,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles",NA,0.73,83,81,1720,0.75,0.92,0.64,0.56,67,74,0.88,0.59,63,8.3,2.97,0.65,-118.82744,34.28747,0.47940074906367,0.535580524344569,0.876404494382023,0.651685393258427,0.647940074906367,0.576779026217228,0.865168539325843,0.337078651685393,0.299625468164794,0.543071161048689,0.49438202247191,0.411985018726592,0.677902621722846,0.913857677902622,0.99250936329588,0.602996254681648
"SMC01860",2009,17564046,0.998181081392155,0.987229766551135,0.999976771984753,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","possibly constrained",0.74,67,64,1101,0.59,0.75,0.71,0.8,50,58,0.76,0.64,50,7.5,1.75,0.28,-118.97911,34.224,0.49812734082397,0.318352059925094,0.561797752808989,0.385767790262172,0.337078651685393,0.325842696629214,0.655430711610487,0.441947565543071,0.565543071161049,0.288389513108614,0.355805243445693,0.456928838951311,0.524344569288389,0.891385767790262,0.97752808988764,0.292134831460674
"SMC01960",2010,17564880,0.980044055668267,0.99456568293839,0.999891553071238,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","likely constrained",0.67,75,44,2275,0.48,0.52,0.65,0.66,42,50,0.64,0.64,38,2.12,0.01,0.22,-118.75916,34.26554,0.378277153558052,0.415730337078652,0.292134831460674,0.794007490636704,0.269662921348315,0.191011235955056,0.314606741573034,0.348314606741573,0.408239700374532,0.243445692883895,0.265917602996255,0.456928838951311,0.314606741573034,0.681647940074906,0.179775280898876,0.228464419475655
"SMC02436",2009,17563970,0.999181096261229,0.957191991263816,0.999964944361597,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","possibly constrained",0.71,75,67,1707,0.62,0.7,0.7,0.56,58,63,0.83,0.65,50,9.6,0.84,0.59,-118.97199,34.26279,0.445692883895131,0.415730337078652,0.606741573033708,0.647940074906367,0.378277153558052,0.355805243445693,0.546816479400749,0.415730337078652,0.299625468164794,0.363295880149813,0.419475655430712,0.464419475655431,0.524344569288389,0.936329588014981,0.925093632958802,0.524344569288389
"SMC02452",2011,17563908,0.999390113484601,0.979577055323546,0.999987544321437,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","likely constrained",0.4,75,56,1700,0.68,0.62,0.75,0.63,58,60,0.69,0.53,50,4.4,1.5,0.3,-118.89985,34.2733,0.0299625468164794,0.415730337078652,0.393258426966292,0.640449438202247,0.340823970037453,0.460674157303371,0.426966292134831,0.539325842696629,0.367041198501873,0.363295880149813,0.288389513108614,0.382022471910112,0.524344569288389,0.790262172284644,0.970037453183521,0.310861423220974
"SMC02536",2011,17563948,0.981571837162442,0.999749062015895,0.999995375673967,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","likely constrained",0.46,67,25,1519,0.63,0.51,0,0.34,33,38,0.19,0,25,3.2,0.09,0.01,-118.6736,34.26861,0.0749063670411985,0.318352059925094,0.149812734082397,0.580524344569288,0.164794007490637,0.370786516853933,0.295880149812734,0.0374531835205993,0.172284644194757,0.134831460674157,0.0337078651685393,0.0149812734082397,0.213483146067416,0.734082397003745,0.531835205992509,0.0674157303370786
"SMC02644",2011,17564134,0.993615133493627,0.917618875701365,0.999474007518708,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","likely constrained",0.82,67,67,2022,0.71,0.81,0.79,1,58,67,0.94,1,75,1.9,0.1,0.34,-118.88652,34.18157,0.644194756554307,0.318352059925094,0.606741573033708,0.749063670411985,0.50187265917603,0.524344569288389,0.730337078651685,0.621722846441948,1,0.363295880149813,0.595505617977528,1,0.842696629213483,0.644194756554307,0.558052434456929,0.337078651685393
"SMC02884",2010,17564054,0.997412164617341,0.956800445982185,0.999888206665598,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","possibly constrained",0.64,75,56,1190,0.59,0.62,0.66,0.83,58,54,0.73,0.84,25,5.4,1.15,0.19,-118.98533,34.21749,0.295880149812734,0.415730337078652,0.393258426966292,0.449438202247191,0.295880149812734,0.325842696629214,0.426966292134831,0.355805243445693,0.629213483146067,0.363295880149813,0.333333333333333,0.704119850187266,0.213483146067416,0.823970037453184,0.955056179775281,0.191011235955056
"SMC02984",2010,17564880,0.970406469286255,0.990508455951449,0.999719111699678,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","likely constrained",0.71,67,50,1999,0.53,0.38,0.64,0.82,42,46,0.7,0.8,25,2.78,0.01,0.28,-118.75053,34.26528,0.445692883895131,0.318352059925094,0.325842696629214,0.737827715355805,0.235955056179775,0.254681647940075,0.194756554307116,0.337078651685393,0.606741573033708,0.243445692883895,0.295880149812734,0.644194756554307,0.213483146067416,0.707865168539326,0.179775280898876,0.292134831460674
"SMC03268",2009,17562656,0.99950767483855,0.993365748818946,0.999996733791216,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles",NA,0.63,29,75,1443,0.69,0.98,0.69,0.28,50,48,0.71,0.33,38,7.35,2.75,0.47,-119.06301,34.16255,0.265917602996255,0.0674157303370786,0.771535580524345,0.573033707865168,0.247191011235955,0.49063670411985,0.921348314606742,0.393258426966292,0.153558052434457,0.288389513108614,0.318352059925094,0.247191011235955,0.314606741573034,0.887640449438202,0.98501872659176,0.419475655430712
"SMC03304",2011,17563950,0.989502524222173,0.999337967756724,0.999993050332562,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","possibly constrained",0.77,29,36,2110,0.63,1,0,0,33,31,0.45,0.11,25,3.1,0.04,0.47,-118.72312,34.28829,0.546816479400749,0.0674157303370786,0.235955056179775,0.764044943820225,0.052434456928839,0.370786516853933,1,0.0374531835205993,0.101123595505618,0.134831460674157,0.198501872659176,0.0636704119850187,0.213483146067416,0.722846441947566,0.367041198501873,0.419475655430712
"SMC03988",2011,17564074,0.983667351077529,0.82877426785603,0.9972034302304,"Impacted for ASCI","Stressed by chemistry degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","possibly constrained",0.65,83,75,2221,0.94,0.84,0.93,0.93,67,78,0.95,1,88,0.7,0.03,0.31,-118.89766,34.21322,0.329588014981273,0.535580524344569,0.771535580524345,0.786516853932584,0.756554307116105,0.782771535580524,0.756554307116105,0.917602996254682,0.794007490636704,0.543071161048689,0.606741573033708,1,0.958801498127341,0.430711610486891,0.307116104868914,0.318352059925094
"SMC04008",2012,948070571,0.996866261349381,0.700695112840402,0.999062056706789,"Impacted for ASCI","Stressed by chemistry degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles",NA,0.62,92,56,2594,0.88,0.54,0.76,0.84,75,81,0.85,0.95,100,3.4,0.04,0.38,-118.80803,34.28342,0.247191011235955,0.756554307116105,0.393258426966292,0.865168539325843,0.797752808988764,0.719101123595506,0.325842696629214,0.550561797752809,0.644194756554307,0.756554307116105,0.453183520599251,0.827715355805243,1,0.752808988764045,0.367041198501873,0.359550561797753
"SMC04132",2012,17564924,0.942443420526115,0.999602498350084,0.999977121164696,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","likely constrained",0.64,29,28,1691,0.67,0.33,0.03,0,33,29,0.13,0.14,25,0.32,0.04,0.04,-118.88416,34.21472,0.295880149812734,0.0674157303370786,0.164794007490637,0.632958801498127,0.0411985018726592,0.441947565543071,0.161048689138577,0.0449438202247191,0.101123595505618,0.134831460674157,0.0112359550561798,0.108614232209738,0.213483146067416,0.228464419475655,0.367041198501873,0.0936329588014981
"SMC04308",2009,17564110,0.869017538238216,0.93123253102378,0.990992667624368,"Impacted for ASCI","Stressed by habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","possibly constrained",0.57,79,72,1431,0.81,0.79,0.73,0.79,58,71,0.81,1,75,0,0.05,0.2,-118.9083,34.19349,0.172284644194757,0.468164794007491,0.700374531835206,0.558052434456929,0.569288389513109,0.640449438202247,0.719101123595506,0.50187265917603,0.558052434456929,0.363295880149813,0.397003745318352,1,0.842696629213483,0.0936329588014981,0.400749063670412,0.194756554307116
"SMC04756",2010,17563904,0.999036695115095,0.993673257988875,0.999993905418515,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","possibly constrained",0.67,75,58,1609,0.55,0.48,0.73,0.33,50,58,0.62,0.3,50,9,0.92,0.5,-118.9269,34.27092,0.378277153558052,0.415730337078652,0.426966292134831,0.614232209737828,0.337078651685393,0.284644194756554,0.258426966292135,0.50187265917603,0.164794007490637,0.288389513108614,0.258426966292135,0.220973782771536,0.524344569288389,0.925093632958802,0.936329588014981,0.438202247191011
"SMC04932",2010,17562588,0.998138908656567,0.938018903434801,0.999884647517726,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Ventura","Calleguas","Los Angeles","likely constrained",0.68,83,61,1296,0.39,0.72,0.84,0.57,75,67,0.7,0.33,50,6.5,1.15,0.37,-119.00115,34.20139,0.397003745318352,0.535580524344569,0.49438202247191,0.50936329588015,0.50187265917603,0.0861423220973783,0.591760299625468,0.734082397003745,0.325842696629214,0.756554307116105,0.295880149812734,0.247191011235955,0.524344569288389,0.872659176029963,0.955056179775281,0.355805243445693
